pathway,T1_D1_DP1,T2_D2_DP2,CA_DP2,T2_D0_DP1,T4_D1_DP2,T1_D1_DP3,T1_D3_DP2,T2_D3_DP2,CC_DP2,T2_D3_DP3,T2_D2_DP1,T1_D2_DP1,T4_D0_DP1,T4_D1_DP3,T3_D0_DP1,T2_D3_DP1,T1_D0_DP1,CC_DP1,T5_D3_DP3,CC_DP3,T2_D1_DP2,CB_DP3,T1_D2_DP2,CA_DP1,T4_D3_DP1,T5_D2_DP3,T3_D2_DP2,T5_D2_DP2,T5_D3_DP2,T3_D3_DP1,T4_D3_DP3,T2_D1_DP3,T4_D1_DP1,T1_D2_DP3,T4_D2_DP1,CA_DP3,T5_D2_DP1,T5_D1_DP3,CB_DP1,T3_D2_DP3,T5_D0_DP1,T3_D3_DP3,T3_D3_DP2,T3_D1_DP2,T1_D3_DP1,CB_DP2,T3_D2_DP1,T5_D1_DP1,T4_D3_DP2,T3_D1_DP3,T4_D2_DP3,T3_D1_DP1,T4_D2_DP2,T5_D3_DP1,T5_D1_DP2,T1_D3_DP3,T2_D1_DP1,T2_D2_DP3,T1_D1_DP2
PWY-5920,8539.403205,41294.24046,28882.15586,46432.24911,50786.94028,1952.800906,28686.24123,46588.42839,46577.05343,22955.87781,31996.1881,1238.112661,45980.12158,37459.52678,41769.28433,50144.21775,11815.15445,66095.7543,40421.91622,46312.60307,57361.00091,42438.77451,9606.939035,80296.97895,45751.74599,35418.90458,61468.81851,46902.93215,45432.07337,38823.98009,40690.98802,40855.41595,44525.94636,11777.46753,40314.47786,52966.63524,37619.65922,24331.31987,49819.77923,42190.20017,68632.83,52732.35694,88442.07873,44112.84847,81555.02008,36411.70327,17395.78309,47437.86585,66595.35818,45505.66395,29071.25854,60607.67852,54037.82923,39544.63529,53800.73398,47530.62765,8028.16539,35925.95336,4432.228169
PWY-5941,2139.497003,1189.983165,998.7742191,6174.637906,1359.4595,149.5220288,820.7357488,1116.46339,1511.781272,313.4153399,2160.789711,139.2488982,4392.602034,447.6194138,3877.315796,4125.393655,2882.37015,6623.286277,390.0079147,877.2727122,1021.507562,732.836239,1951.219575,4358.509132,5268.371032,487.674632,843.8487381,907.8864933,1192.283656,5911.503075,479.0255784,381.8372806,5119.075589,367.9817237,4940.93933,676.0410984,3589.087215,267.5545291,3843.03247,462.4620567,6862.64528,929.2005189,3365.238919,887.5123253,8288.750856,1119.269762,2884.141414,2812.04937,1613.916192,505.246989,361.4649509,4858.00638,1282.714194,3698.277203,926.8393621,599.2100959,55.14718751,379.7879942,27.9802352
PWY-5971,0,12299.5751,7584.043908,16482.96558,22904.43036,3068.684989,4650.913639,9429.122343,9293.725467,5473.899793,99.84595219,1927.38212,3234.797508,8594.996428,989.8267262,265.2937163,7891.327752,17174.94732,10293.54193,47029.70484,8302.646818,8734.11805,4044.918871,99.94195819,990.3408313,2551.846337,9227.435273,8166.441258,2153.88457,5255.350329,10522.67306,46987.8716,1671.020258,6963.990043,3279.222425,7976.326166,2711.553372,8727.611029,199.6149688,16810.58916,5415.158114,10679.86735,2465.094604,15075.32226,3396.903983,8744.629577,5309.257745,990.7018975,28450.17953,12372.59662,8824.85831,0,18019.50321,1767.031712,4619.711425,9779.847799,0,4424.687603,7931.269865
PWY-5973,25624.42029,110343.0372,76245.5455,160235.9157,135356.9659,5566.748114,72916.02765,117555.7167,115001.3437,108561.0961,67976.97731,2808.309887,147451.8817,138639.7592,127209.0821,109132.7555,43804.91057,215884.4309,171486.4681,151761.5473,153386.1564,143854.06,47260.94095,189842.2411,141401.2094,147612.4604,167153.1302,123910.6449,106129.9054,121295.3019,145231.3077,181912.8488,131656.3284,41449.82446,126680.2813,192023.9347,116067.9018,105813.8896,117209.4957,175874.2607,218613.0078,154766.4434,175342.5646,126926.0866,208812.2036,93421.72223,52623.73315,128892.819,184310.9386,176244.0975,122696.5985,163920.3346,153371.059,123955.7548,131493.1141,193665.5978,15063.40488,139095.6459,67146.58543
PWY-5989,13500.60285,83076.2795,52134.31479,97213.32083,83187.09498,2765.519391,54520.05512,91466.20897,85854.93488,80712.11528,55016.53237,2016.99016,90541.11722,107018.5209,80275.90143,84189.31456,20780.51003,130266.3729,130603.549,107316.0609,121026.1201,100531.2131,5701.033115,151588.7235,83698.86272,112825.4735,129046.439,92486.84134,84104.38905,69674.0867,112299.5441,129037.0224,80084.8335,18215.61381,75560.13383,127913.2579,70665.46015,78409.54572,87889.66354,129295.1752,135784.1936,109370.8854,149772.698,92128.70513,141563.2432,66581.25703,29989.61507,88995.23586,134315.6198,131863.2061,89374.59562,106132.2979,102639.9531,80801.56496,100601.5041,133357.0794,10232.56531,94538.85224,76994.76264
PWY-6071,739.6672444,93.76671828,57.80910552,1659.622027,36.38566554,58.86598227,42.62249388,60.15647262,216.7747369,66.9625097,106.088031,0,589.894075,10.42396616,703.8656516,218.9967236,428.861398,1763.008816,19.6315179,258.9407846,211.3916811,66.73841076,44.24080478,10.86127959,844.8460796,63.86027721,101.1918837,117.5899721,76.31380949,988.7054807,10.27547451,228.1799221,930.1300448,174.8888462,761.4515614,83.95009188,689.1923905,5.315295007,167.2836393,19.89156711,1010.466395,35.18196516,212.0177034,52.56724362,1218.124746,101.0005704,617.2985121,417.257149,70.84570053,50.10084033,10.42652858,773.4151581,106.6521492,1509.424022,140.7541757,66.96027612,793.6089991,0,246.8398309
PWY-6107,49.26095705,11.99781988,0,827.253666,2.999609164,1.496796925,0,0,43.4709834,10.49644606,40.47369143,0,239.703296,1.499957716,260.132794,89.90533577,0,731.9888569,0,46.45825553,14.997431,4.499622951,171.6958571,0,330.9165355,8.998432203,5.999672381,10.49844659,2.999885205,355.1831799,1.499957216,5.999354401,370.9462216,29.47164495,256.5205824,2.999864015,312.9067378,1.499929276,61.45444402,1.499967991,468.6846187,0,98.93957948,2.9998543,485.4777823,13.49661267,245.3862971,162.4763264,2.999907678,1.499959577,1.499950868,293.5445616,4.49970987,187.0697359,2.999893953,2.999847773,1.499365927,0,96.17692806
PWY-6113,0,0,72.23931169,0,0,0,0,0,305.1307819,0,0,0,0,0,0,0,0,109.2260559,0,11293.72944,736.3145421,0,0,0,0,0,0,0,0,0,0,10523.10238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6121,13808.10066,92396.38362,61249.57868,121518.0515,101084.4069,4614.447543,60166.26674,99235.49242,93490.92295,87583.25711,58307.76611,2108.381178,110866.8125,112108.3872,97964.6404,88544.95623,33076.27391,167315.1008,138669.3945,116308.0675,129601.6788,110477.859,20455.6527,174851.9115,106136.9911,119657.9701,141324.1327,100958.0576,90980.01925,88029.48988,115127.5545,142652.4864,102224.1117,31014.90573,94396.68619,143691.0726,88149.82849,85040.09202,94668.94784,141974.9874,165729.004,124400.4579,159411.8351,102690.2668,168114.5261,75182.08625,39482.35283,106189.3782,149233.3177,139170.921,100599.9037,132609.3122,119377.0835,94645.86824,109282.7125,146795.0526,11953.13047,110506.374,38447.3149
PWY-6122,13999.1471,94937.63635,62608.36674,117276.7502,103622.0603,4536.364014,61784.88244,101789.4675,95278.8532,87694.37179,57560.18733,2142.156125,106684.4571,115632.1376,95246.36124,87728.95866,32879.21991,163124.3446,140201.2277,118524.4074,132641.9123,114245.5549,20904.78805,172357.5517,103449.189,119500.2984,145334.5498,103497.7447,92880.74809,85256.85039,120101.1317,145089.3007,100310.8942,30702.50275,91649.37278,147233.6182,85640.33885,85655.42484,93028.55449,145430.4979,160708.1038,127832.7558,159004.8538,105458.0382,165646.2915,76788.88709,38688.75827,103943.3874,153488.0373,143556.6451,102525.2576,130291.5037,122330.9007,91509.0765,111866.3799,151150.7227,11759.76274,111353.167,35155.479
PWY-6123,11857.68632,81134.97009,53971.84765,105037.8739,89060.05697,4129.772591,53011.51868,87306.44309,82246.55133,77961.8887,50417.85119,1862.281587,96408.06973,101012.0312,85087.13049,76749.16271,29385.38363,146299.3474,125573.6148,103302.9025,113581.3068,98726.03056,18513.74591,149435.3396,92468.34864,109190.1486,124035.259,88613.19007,79824.60244,76363.72886,104818.3837,128225.0111,88839.73883,27795.5792,82044.98818,129267.0983,76725.28497,77378.00636,81829.50147,127556.7258,144235.3173,109458.1306,138285.0113,90567.41602,145961.6273,66043.38972,34338.9673,92359.64614,131598.4384,127028.8283,90141.06492,115366.3525,105203.3756,81985.72441,95750.6308,132653.0986,9473.301063,98750.14863,33987.35981
PWY-6125,13617.49777,90590.24684,60035.5397,116955.9674,98978.04027,4289.055634,59148.59309,97473.88623,91543.08376,86196.06248,56172.99782,2216.826109,107349.0472,113857.2091,94052.11055,85980.65667,32320.32523,162433.7032,140314.6252,116189.5991,127260.1246,110670.6017,20092.61432,171410.7554,102859.8921,121068.0078,137922.2757,98786.26358,88146.93152,84969.30725,118181.2134,141198.1063,98821.37836,27710.76614,91151.94155,143404.2958,85381.80694,85708.10829,91955.69967,142241.7319,160327.409,122443.2434,154001.8643,100702.8258,163574.472,73307.32477,38464.61853,102465.3276,146184.5538,141846.6316,99842.57152,128463.3361,116656.4204,91006.02632,106587.1659,147828.0871,10566.19413,108739.1984,39353.55141
PWY-6126,14993.97969,97498.5668,64795.86096,127077.5954,106927.6023,4658.287953,63593.21897,104854.0876,98565.88553,93634.11177,60660.04139,2286.165027,116998.5568,121669.5345,102551.824,92280.25705,35132.93309,176242.6218,150741.1742,125192.0216,136836.0576,119275.3671,23614.17995,179346.119,111584.0332,130441.7548,149174.2076,106791.3974,95564.1479,92228.83831,125986.9526,152665.6453,106960.9622,30785.26251,99066.58144,155035.9101,92645.58043,92420.59013,98436.06264,152840.1181,174090.9267,131953.0752,165778.8989,108726.6026,175444.1084,78912.27231,41340.23684,111294.0917,157848.9707,151719.315,107657.3984,138928.94,126278.1717,99087.29279,115266.6168,159167.146,11288.73153,118473.7942,43941.44145
PWY-6143,0,0,0,0,1.383738777,0,0,0,0,319.3430664,0,0,0,81.71506104,15.7128105,0,0,0,89.15578755,55.41396377,6.382252681,13.54144605,1.480519481,0,3.766738363,42.20346032,11.53906691,2.681518304,2.042111273,0,84.11192509,273.9542383,0,69.39530393,0,24.46339313,0,64.61875221,0,24.58168639,0,9.64674382,0,1.955778947,0,0,0,0,1.908227419,20.51783055,468.70133,0,11.21026041,0,1.997954129,77.47995604,0,154.9654193,0
PWY-6147,10077.88337,78757.22589,51645.64936,111110.0022,77990.92542,4087.813047,51413.05913,85810.12449,80552.16868,82677.68117,52842.14777,1896.279809,102906.9761,104141.8508,87607.78912,80072.63521,27172.85183,152151.0079,132254.8262,106352.6661,112962.5243,97711.17699,9113.875649,163551.9172,95498.19733,116932.1426,119245.2653,86206.21319,77403.55537,78750.22344,109086.7362,133596.2338,90509.08695,24623.45359,84135.88676,127134.8445,79143.47306,80881.53276,86451.48585,129558.9141,150467.7806,104680.4456,143092.5537,87909.87178,151785.663,63359.7571,34836.93343,96753.34378,126241.0498,130582.4937,91128.66148,120110.5944,99159.8189,86450.85012,92166.69272,135191.7788,10202.33855,101309.6271,37804.41799
PWY-6151,5986.962698,13698.61063,9944.980988,41529.90887,15291.98316,1537.555265,9226.261807,15136.30515,15627.88899,25214.53431,12874.14161,746.8112457,42157.71476,17059.20442,29064.6498,18383.1053,8967.759131,55816.34324,27903.85758,22361.33485,20780.56762,18298.51092,4013.182066,34243.67694,31391.37652,26103.87536,22764.15996,16356.50605,14502.94574,27944.46478,16516.04479,30562.42743,28109.63713,6611.393786,29374.2197,26776.19083,28254.05889,17815.23271,20676.28901,23404.15496,50999.02133,20274.90987,28741.39136,16577.99861,42272.00039,13484.90899,10715.5127,32306.05909,23070.27816,20769.34077,19813.96356,38642.27418,19928.58895,29876.35359,17902.6486,24184.90055,4116.868681,27589.36908,34970.76243
PWY-6163,13273.20082,85086.25666,56460.09007,109121.9783,90724.47533,4188.205803,55321.40047,91111.00831,85843.68632,76279.16939,51870.579,1924.872386,100137.3845,100033.1167,87789.8036,79237.44869,29970.13377,150943.0432,119949.3088,104132.0583,118050.3844,100648.3004,21747.78818,154084.0164,95446.46319,103003.4263,130617.0608,93114.00017,83895.31285,79360.14745,103534.9067,126057.29,91551.63359,27921.90623,84952.40593,130170.8913,79420.99437,73303.30673,84413.48643,126304.2298,149232.4831,113572.5573,141446.3293,93475.78903,150603.4171,69063.03136,35450.65988,95182.1225,137249.026,123775.0877,88943.91687,118805.052,109772.876,85028.30944,101128.205,131033.6204,10009.89523,95764.6803,33706.78804
PWY-6165,0,0,0,7.054659994,0,0,0,0,1.116954511,5.81319137,0,0,8.023441054,0,9.012882613,0,0,30.51950045,0,7.003347349,1.159570952,0,0,0,6.69412787,1.090966193,0,0.559266148,0,11.81223437,0,0,10.69255277,56.28170152,1.919972879,0,0,0,0,0,5.058716351,0,1.995606035,0,8.341886272,1.153903667,0,2.673528194,0,0,0,5.974682264,0,6.852988111,0,0,0,7.426695716,0
PWY-6174,0,0,0,77.98189141,0,0,3.491118824,0,0,34.48312326,0,0,0,0,30.71226256,0,0,238.6638863,0,0,0,0,0,0,0,0,0,6.981216628,0,10.34148876,3.493029377,53.16400326,0,100.6845566,44.55688545,6.98388712,20.67358328,0,6.868321927,0,31.07477411,3.495082195,17.32398895,3.494621092,30.26049462,0,0,13.85487373,3.496993551,3.493993712,13.87614647,17.32867289,10.46238656,52.61009423,0,0,0,10.43328859,0
PWY-6182,534.1184767,861.2645372,683.8195827,5319.847347,600.7870721,322.7189574,575.5351376,877.8146764,1569.606848,417.618857,1006.597852,84.86935027,3527.424536,104.8680298,3160.8253,1805.836857,927.007819,6812.678033,131.5540976,1402.840444,1483.800488,174.2861206,159.6138894,3950.736395,3295.340683,1244.576764,653.6479021,659.4679253,959.2994951,3182.84221,72.20816933,761.5530874,2986.892103,182.5416176,2663.197492,175.330426,2639.441973,67.28674206,1411.168099,84.74293254,5037.403303,338.8311116,2347.165462,369.1405737,4764.804055,1204.726919,1468.905742,2459.135544,636.1500591,246.1272059,82.54300483,3613.371728,758.7463623,4939.420091,1020.016769,198.2644483,1655.347152,50.70010649,682.136519
PWY-6185,316.5964687,232.1979761,170.2804268,2116.466337,226.3443242,215.821253,132.5457671,160.9176073,303.9617635,68.30993713,556.0498528,68.78035457,1261.134219,37.09500509,1222.749029,1097.661318,474.9633737,2213.075931,45.64139988,152.7155101,271.6693687,54.28764459,107.2946217,234.4331044,1587.986683,70.11353633,113.8092184,151.2750574,237.8168862,1898.571866,27.07506761,123.5762042,1591.092052,132.2847402,1322.046183,60.11119115,1132.712404,32.3709416,904.3644938,41.59967335,1891.747371,120.6924823,710.5436719,126.2435424,2583.903148,257.3730348,994.3065624,751.7385746,229.0604977,101.1820663,38.43263667,1360.948134,228.4441672,2369.386204,219.8676805,78.35908971,1137.581421,25.38599709,565.1814775
PWY-621,3200.419502,10645.26909,6906.82259,36843.64333,7150.99408,1190.899547,6671.921856,11088.9116,11623.03707,13302.7614,12682.28567,736.0634555,35611.66162,9448.871814,26869.14967,18062.09156,3819.181355,48557.99968,14935.58799,14331.17284,14293.17224,8564.35476,1819.338879,38451.40926,27465.7443,15194.2566,14027.95042,9845.686392,10815.72949,25277.23548,9326.856258,19121.20202,24923.79676,5111.592823,26527.45525,11240.49804,25568.87179,9032.844568,22380.58108,12285.16077,48510.78996,10290.97061,33203.40943,8750.036293,38051.42506,9088.394573,9726.8415,28210.37068,13336.7718,11931.95321,9614.01872,32493.51179,10274.75016,28484.64416,11980.26516,13923.93161,3813.260682,13642.86992,6861.331444
PWY-6210,89.29277567,1629.747731,1358.017903,6603.221441,1116.638385,17.36592704,1185.328961,1659.400186,2699.89684,683.576145,3681.730183,17.20136519,6678.918683,460.238313,8906.024677,5895.283036,265.0586012,9239.336061,451.0907765,2039.918408,2188.058339,1379.353721,17.88565128,3157.560161,9482.44605,2452.741573,1758.669084,1777.175125,2042.812959,9255.846289,460.9872227,1252.034038,8891.964358,245.7957714,10069.10339,1527.404088,8672.696535,329.0053755,7137.911986,485.0483103,14490.38698,1177.555359,8545.955503,1054.499231,12455.51289,1892.157776,3903.529999,6992.732176,2095.013099,555.0239805,382.8954328,10020.12465,1639.220535,7712.050275,1952.791942,668.408142,158.4762483,363.1715365,211.9689902
PWY-6263,4082.695076,18779.94739,12820.75995,11680.95806,28506.91488,582.5139091,11476.6089,18568.56556,16534.70021,19232.92663,1788.570525,324.852933,4320.855884,22666.33757,5172.451929,4621.886286,5838.940835,15641.43027,25954.86716,21360.03976,25305.14312,24844.50486,939.8717518,6660.422531,7454.748241,18954.78964,30243.8909,20692.1315,14819.94994,5273.823388,22072.94351,27219.10696,6999.618182,7035.672247,5661.870669,32088.1835,4357.685019,15031.09638,2158.393279,30351.53272,9514.959628,30601.63214,6916.759465,24357.45901,10076.1843,15560.65578,2663.588086,4319.393781,34469.72298,28260.54107,23215.01804,7246.462552,29753.24265,5438.754571,21336.43109,29969.86455,74.20055831,22827.4368,1197.004702
PWY-6269,2690.152876,16901.54602,11261.96753,39030.37626,30963.87842,2017.653621,11782.54181,19449.88191,20460.16377,26423.78773,13318.62722,609.4004146,36407.38744,25774.04455,28030.11716,21801.71241,5870.428291,47420.91518,34613.19322,30436.9899,28119.91605,25262.96037,974.9720215,38216.33631,31804.6278,31151.06767,26763.6558,19415.40656,15120.16668,30892.62509,27077.88548,37470.96243,26771.78205,10374.95868,29586.95859,33926.2449,27013.57504,22016.71584,25576.97643,30832.04399,49818.41903,26562.43008,30114.69738,22100.59103,40417.95678,15094.05147,11777.35652,25330.58945,29869.22866,32897.18092,24163.36082,32937.25907,24926.57776,29533.69574,20471.48024,34867.40508,5969.502853,32357.88675,3579.10471
PWY-6277,13999.1471,94937.63635,62608.36674,117276.7502,103622.0603,4536.364014,61784.88244,101789.4675,95278.8532,87694.37179,57560.18733,2142.156125,106684.4571,115632.1376,95246.36124,87728.95866,32879.21991,163124.3446,140201.2277,118524.4074,132641.9123,114245.5549,20904.78805,172357.5517,103449.189,119500.2984,145334.5498,103497.7447,92880.74809,85256.85039,120101.1317,145089.3007,100310.8942,30702.50275,91649.37278,147233.6182,85640.33885,85655.42484,93028.55449,145430.4979,160708.1038,127832.7558,159004.8538,105458.0382,165646.2915,76788.88709,38688.75827,103943.3874,153488.0373,143556.6451,102525.2576,130291.5037,122330.9007,91509.0765,111866.3799,151150.7227,11759.76274,111353.167,35155.479
PWY-6282,13844.34711,85387.35662,53137.50556,95991.8004,82998.35949,2691.906154,56057.69872,94478.09347,87808.05487,83613.34555,55358.26124,2058.378271,89576.51381,112611.6725,80000.47811,84781.10975,21175.90449,129686.8474,138478.4225,109916.6207,125179.737,103648.0815,5828.53275,149460.3244,83315.77357,118942.3796,134207.423,95480.59341,86845.27021,69169.43983,117651.9908,133433.4039,79870.82768,17766.45432,75165.72779,132401.7901,70224.02528,82380.82084,87940.7815,135467.8615,135005.8703,112877.6651,151736.9834,95026.90933,141480.7564,67793.7628,29802.69386,88930.32283,138018.5924,138474.5259,93025.42238,106021.1173,105146.2533,80190.90156,103881.2693,138168.9453,10150.80041,97081.74758,73354.25787
PWY-6284,0,0,19.99399958,0,0,0,0,0,89.92502053,0,0,0,0,0,0,0,0,29.99426828,0,3574.613025,219.6832613,0,0,0,0,0,0,0,0,0,0,3283.870386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6285,0,0,41.4913508,0,0,0,0,0,180.7101688,0,0,0,0,0,0,0,0,62.48921443,0,6959.582219,438.7047761,0,0,0,0,0,0,0,0,0,0,6433.653936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6317,5610.931821,18481.18678,14259.20486,27067.95472,29753.61838,3317.016162,11777.11022,17985.83555,19595.46236,21621.3797,12012.72535,732.0409646,18884.83143,18244.58753,23757.87896,19577.05865,10580.23989,38424.56304,24569.56468,24842.13588,22780.25162,22553.89194,6758.713839,54333.48806,27291.33859,20953.9565,25523.55964,18955.57261,19443.98456,22309.48416,19058.00696,33121.15543,27073.96598,23274.23561,24792.3567,29755.278,21533.0326,16012.00313,19810.97468,25567.4536,38316.5826,24661.34833,33213.33086,19791.79518,40881.56994,17223.81769,11484.58318,22225.72222,30117.83362,24387.14001,19169.62521,29891.62505,27443.47076,19989.21517,20842.4307,31096.14834,1436.369464,26525.76803,34930.80225
PWY-6338,0,1420.918085,1205.135849,6860.440137,1086.421377,110.412946,1063.536133,1548.445541,2187.348309,295.5852107,4135.92938,60.07869057,6536.815158,207.5285551,6049.120593,6627.912851,774.7518194,9093.085214,251.0080016,1103.558119,1782.076602,960.2945525,10.37323388,10085.52125,6107.784276,1015.572384,1514.782286,1460.421407,1956.032495,5359.843768,224.5329189,626.5984918,4683.765487,48.11261356,5506.859553,1042.268092,5029.920467,148.1519605,7382.960083,261.1983364,10607.49005,875.0744233,8680.450237,827.5894188,10794.46068,1781.413095,2157.281378,5926.707849,1662.866708,267.0003325,190.0152999,7215.878646,1373.532897,6301.860203,1849.649688,345.0958717,1084.297708,173.2142062,207.0931795
PWY-6339,0,2301.261871,1928.746493,20301.89518,1956.903805,453.4611551,1817.909297,2648.232322,3558.775255,706.1219642,7147.286049,106.9675038,18404.59967,363.2032346,15326.145,10505.79315,1232.646807,25320.00507,0,2506.866911,3115.70947,1670.515842,0,19840.41589,16412.15933,3564.440916,2694.905397,2504.678913,0,15668.18796,414.6034712,1245.39461,12798.15363,0,15944.65,1834.840065,14230.59972,0,13015.96858,482.0705743,28075.18637,1603.142032,14506.68926,1503.716375,22001.92921,2782.733979,5834.784853,14580.59876,2972.914049,494.6349923,337.2737987,17739.48925,2477.328667,16581.77268,3264.564344,626.7001801,1568.793098,308.2588651,0
PWY-6353,11236.35268,27187.84928,20463.85651,62402.10741,33844.42899,3041.324443,17609.36574,27828.302,31376.50232,32681.82283,25760.85904,1133.858502,53065.69928,31631.22648,53704.66748,41345.24191,15346.25587,84708.33894,43751.93986,45925.66698,36553.41736,36093.94782,7187.399752,77456.59244,61012.06941,41759.27457,34946.12036,29487.54554,27316.77574,53478.15646,34120.79517,50515.29589,56825.15398,13437.18765,54469.03355,48623.09351,49324.21192,29134.84701,46158.25774,41173.36975,90817.49469,33601.22267,64383.00991,29066.44197,85066.04586,25591.91279,23951.32797,49421.29313,42029.12892,39333.88022,30114.5623,66941.87286,36772.40976,50007.25599,30949.26464,50963.12704,5001.315758,46311.18525,15244.67322
PWY-6383,1421.917405,1804.410127,1833.494274,9151.594016,1449.233043,17.93495227,1286.560512,1642.096147,1943.015062,112.7177512,5244.30285,450.0086254,6728.669822,111.739447,5810.363333,8290.352347,299.2185531,10552.25837,141.7018005,690.343601,1119.121323,288.5932025,333.9677742,35697.04238,7385.031959,846.6930685,1185.793494,1033.296834,2198.067455,5154.91253,151.5768274,284.0343566,9372.388933,279.5687477,5532.827104,350.5404886,6198.284734,83.8395593,10118.35336,159.6220535,10655.29766,670.2215302,15614.79394,660.9321581,18455.75942,2734.693929,3778.86014,8538.338216,1429.058244,200.3488961,105.7353187,11717.06982,1263.060122,5597.252339,1883.027623,151.7446296,476.2479728,91.88583397,644.4444508
PWY-6385,10273.54436,68558.77083,47009.91145,103283.7381,77139.91794,4216.995497,45054.73527,73190.78896,71317.6169,67800.08927,47399.84196,1765.706513,95084.10725,81530.814,83290.42017,72263.35402,28793.77028,143710.7195,102423.2799,89352.5792,93896.9188,81949.1737,13612.69608,141882.6395,90612.02908,90827.07915,100518.3129,74134.07321,67814.88415,75199.87576,85031.41782,109466.2417,86831.7642,26030.68718,80412.88038,106345.4124,75288.10576,64070.60384,78180.29183,103895.5591,141541.0565,90413.1477,126526.9206,74554.23012,140833.3813,56742.98899,33853.15342,89198.54007,109149.2148,102515.2813,74648.51766,112143.4058,88913.83098,80189.43034,79853.56174,111479.8428,9776.308818,87054.68889,33636.56447
PWY-6386,10182.09605,67859.00135,46599.50586,102874.778,76542.52237,4203.381937,44592.26555,72412.26119,70684.83525,67222.58178,47003.8411,1754.133218,94767.42857,80618.24718,82941.45829,71737.48669,28670.30946,142926.411,101342.3428,88614.7638,92893.40393,81157.5492,13439.26218,140485.9163,90341.82601,89981.52486,99324.24762,73372.26067,67153.12671,75080.69656,84081.28458,108407.7783,86471.06586,25892.65482,80146.32632,105275.3518,74997.99348,63450.13158,77654.86164,102734.9977,140945.7544,89393.23231,125170.4735,73722.52647,139963.0987,56214.79148,33747.44649,88589.4488,107996.3797,101372.8766,73859.0017,111479.3951,88030.09571,79860.32748,79012.61281,110388.5114,9821.942458,86373.4556,33549.69247
PWY-6387,11662.60671,83379.34841,55024.65291,107201.1432,89722.52109,4307.369013,54203.47378,89647.34785,83644.33397,80593.86878,52555.98991,1977.025515,98346.48966,104937.916,87358.94924,79508.43302,29760.36976,149874.016,129474.0604,106552.0678,116615.8977,100997.6506,18287.09531,157788.9315,94109.60721,111613.4454,126799.8701,90375.97836,81423.70416,77178.81194,108971.3188,131369.8877,90958.09532,26630.40139,83420.91486,130216.0069,78457.16793,79085.26996,84766.01475,131368.6262,147530.8643,111612.6403,145446.6857,92291.57303,150578.6714,66754.85262,35050.49054,95662.28956,134033.1236,130739.0708,92501.70557,119140.7995,106393.7445,84154.19164,97817.07969,135750.4863,10023.39575,100438.1706,34320.85803
PWY-6396,603.4359705,166.7792358,204.5818141,2918.600196,211.8574253,246.1313923,123.5681766,181.9431108,442.6575732,276.7946634,995.0318184,86.0790673,3000.995358,110.2198444,2393.389901,1572.361432,612.8175422,3774.120207,142.926849,370.7184481,219.890333,125.2014547,129.7275181,1897.346103,2844.769385,387.3838643,88.28317301,157.0124182,235.0668828,3032.915548,94.59594664,329.6970639,2761.850395,626.6827126,2430.118361,151.1271176,2387.178998,88.60237339,1763.995291,102.8225845,3891.341527,109.1401117,1854.369897,99.07983589,3463.462744,307.7910645,1375.270541,1955.531986,228.4897471,164.0416554,114.8269502,3204.837217,173.4279474,2420.197768,121.6498444,167.0539506,1669.820788,84.80352281,203.4413883
PWY-6397,0,0,0,12.76251427,0,0,0,0,16.3228507,0.822200601,0,24.58726033,0,0,0,0,0,55.63729665,0,16.88093455,0,0,0,0,0,0,0,2.473088229,0,0,0,7.254339324,1.641402065,30.04000736,0,0,0,0,1.637706172,0,13.11657698,0,0,0,0,0,57.12137703,0,0,2.439642739,0,0,0,0,0,0,28.7408174,0,50.31560902
PWY-6404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0101278,0,0,0,0,0,0,40.31981151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6467,10945.64,79806.26,51775.33,97427.26,76373.42,3382.15,52264.69,86932.07,82061.23,79117.12,48665.54,1431.53,93739.3,102236.78,79947.52,73928.28,28180.14,134641.81,128357.16,107719.52,114471.53,101655.76,17605.31,117232.16,89972.26,110539.89,122448.92,90749.16,78943.02,75410.97,107363.89,129641.65,83566.02,24407.62,79853.47,132699.96,73496.83,77582.45,76140.78,127876.19,136913.12,108640.87,127326.04,90192.64,137192.25,63454.15,31462.88,86811.07,129628.54,126605.89,87712.66,107919.47,103363.17,78446.7,95484.7,136464.42,4900.83,99230.77,32588.23
PWY-6470,0,0,0,63.47607615,0,17.81435109,0,0,0,0,0,0,0,0,17.34170897,0,0,201.3373042,0,0,0,0,2.558426266,1.920406053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.31900085,0,0,0,0,0,0,0,0,0,0,0,251.2188356
